             JOBID PARTITION     NAME     USER ST       TIME  NODES NODELIST(REASON)
       7381267_792     short 1_20bell  ysn8861  R    1:29:46      1 qnode0350
       7381267_793     short 1_20bell  ysn8861  R    1:29:46      1 qnode0350
       7381267_794     short 1_20bell  ysn8861  R    1:29:46      1 qnode0350
       7381267_795     short 1_20bell  ysn8861  R    1:29:46      1 qnode0350
       7381267_798     short 1_20bell  ysn8861  R    1:29:46      1 qnode0350
       7381267_799     short 1_20bell  ysn8861  R    1:29:46      1 qnode0350
       7381267_800     short 1_20bell  ysn8861  R    1:29:46      1 qnode0350
       7381267_801     short 1_20bell  ysn8861  R    1:29:46      1 qnode0350
       7381267_802     short 1_20bell  ysn8861  R    1:29:46      1 qnode0350
       7381267_807     short 1_20bell  ysn8861  R    1:29:46      1 qnode0350
       7381267_808     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_809     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_810     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_812     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_813     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_814     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_815     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_818     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_819     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_822     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_824     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_825     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_827     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_829     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_830     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_832     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_833     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_834     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_835     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_836     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_837     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_838     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_839     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_840     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_841     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_842     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_843     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_844     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_846     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_848     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_850     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_852     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_853     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_858     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_859     short 1_20bell  ysn8861  R    1:29:46      1 qnode0351
       7381267_861     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_863     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_865     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_868     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_869     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_873     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_875     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_877     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_879     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_880     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_885     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_886     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_887     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_888     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_890     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_891     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_896     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_899     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_900     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_905     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_906     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_907     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_908     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_909     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_910     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_911     short 1_20bell  ysn8861  R    1:29:46      1 qnode0352
       7381267_915     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_916     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_917     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_919     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_920     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_922     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_923     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_924     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_925     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_930     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_933     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_934     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_935     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_937     short 1_20bell  ysn8861  R    1:29:46      1 qnode0353
       7381267_522     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_523     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_525     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_526     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_527     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_528     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_530     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_531     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_532     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_533     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_534     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_536     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_537     short 1_20bell  ysn8861  R    1:30:49      1 qnode0135
       7381267_541     short 1_20bell  ysn8861  R    1:30:49      1 qnode0266
       7381267_542     short 1_20bell  ysn8861  R    1:30:49      1 qnode0266
       7381267_543     short 1_20bell  ysn8861  R    1:30:49      1 qnode0266
       7381267_545     short 1_20bell  ysn8861  R    1:30:49      1 qnode0266
       7381267_548     short 1_20bell  ysn8861  R    1:30:49      1 qnode0316
       7381267_552     short 1_20bell  ysn8861  R    1:30:49      1 qnode0317
       7381267_553     short 1_20bell  ysn8861  R    1:30:49      1 qnode0317
       7381267_554     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_555     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_557     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_558     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_559     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_560     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_562     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_565     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_566     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_568     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_569     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_572     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_574     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_575     short 1_20bell  ysn8861  R    1:30:49      1 qnode0318
       7381267_579     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_581     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_582     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_584     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_586     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_587     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_590     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_595     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_596     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_598     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_603     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_609     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_610     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_611     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_613     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_614     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_617     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_618     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_619     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_620     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_621     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_622     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_623     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_626     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_628     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_629     short 1_20bell  ysn8861  R    1:30:49      1 qnode0319
       7381267_631     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_635     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_636     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_638     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_641     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_642     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_643     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_645     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_648     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_654     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_656     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_659     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_660     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_663     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_665     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_666     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_669     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_670     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_671     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_674     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_676     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_679     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_681     short 1_20bell  ysn8861  R    1:30:49      1 qnode0320
       7381267_682     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_683     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_684     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_686     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_687     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_688     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_689     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_690     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_691     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_692     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_694     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_695     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_697     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_699     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_700     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_701     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_704     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_706     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_708     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_709     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_710     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_711     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_712     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_716     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_718     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_719     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_720     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_724     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_725     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_726     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_728     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
       7381267_729     short 1_20bell  ysn8861  R    1:30:49      1 qnode0321
      7380182_1347     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0102
      7380182_1348     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0102
      7380182_1350     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0290
      7380182_1352     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0290
      7380182_1353     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0290
      7380182_1354     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0290
      7380182_1355     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0290
      7380182_1357     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0290
      7380182_1361     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0290
      7380182_1366     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0291
      7380182_1373     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0291
      7380182_1374     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0291
      7380182_1379     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0291
      7380182_1380     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0291
      7380182_1381     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0291
      7380182_1386     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1390     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1391     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1392     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1393     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1395     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1397     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1398     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1399     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1401     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1403     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1404     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1405     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1406     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1407     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1408     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1411     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1413     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1418     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1420     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1421     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1424     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1425     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1428     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1429     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1430     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1431     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1432     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1434     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1435     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1437     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0302
      7380182_1438     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1440     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1441     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1444     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1445     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1446     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1448     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1451     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1452     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1453     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1455     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1456     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1457     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1458     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1459     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1460     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1461     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1463     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1464     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1465     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1466     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1467     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1468     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1469     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1470     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1471     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1472     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1473     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1475     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1476     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1478     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1480     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1481     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1482     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1483     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1484     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1486     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1488     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1489     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0303
      7380182_1490     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1494     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1495     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1496     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1499     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1500     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1501     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1502     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1503     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1505     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1506     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1507     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1508     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1509     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1512     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1513     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1514     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1518     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1520     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1523     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1524     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1525     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1527     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1528     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1530     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1534     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1535     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1536     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1537     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1538     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0261
      7380182_1546     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0262
      7380182_1548     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0262
      7380182_1549     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0262
      7380182_1550     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0262
      7380182_1551     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0262
      7380182_1552     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0262
      7380182_1553     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0262
      7380182_1554     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0262
      7380182_1555     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0262
      7380182_1556     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0262
      7380182_1557     short 9_4bell_  ysn8861  R    1:34:54      1 qnode0262
      7380182_1101     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0310
      7380182_1104     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0371
      7380182_1108     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0371
      7380182_1110     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0371
      7380182_1111     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1112     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1114     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1115     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1117     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1118     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1119     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1121     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1123     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1124     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1126     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1127     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1128     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1130     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1131     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1132     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1133     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1134     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1135     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1136     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1139     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1141     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1142     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1143     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1144     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1145     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1146     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1147     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1148     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1152     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1153     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1154     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1156     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1157     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1158     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1161     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1162     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0307
      7380182_1163     short 9_4bell_  ysn8861  R    1:35:55      1 qnode0358
