index,freq,encRet,subID,hitMiss,reg
0.749221576212162,2,ret,ECoG15_11,hit,acc
0.998952312550338,2,ret,ECoG15_6,hit,acc
0.66130064068835,2,ret,IR98_21,hit,acc
0.867937320063846,2,ret,IR98_22,hit,acc
-0.532116952433849,2,ret,LC04_35,hit,acc
-0.906115005039704,2,ret,LC04_37,hit,acc
-0.269518886751825,2,ret,LC05_25,hit,acc
0.807946496164195,2,ret,LC05_26,hit,acc
0.297043256127763,2,ret,NM02_23,hit,acc
0.336443776759138,2,ret,NM04_55,hit,acc
0.957062940687635,2,ret,OH28_42,hit,acc
-0.82324171953512,2,ret,OH28_43,hit,acc
0.60941557872994,2,ret,OH28_44,hit,acc
-0.813271389555749,2,ret,OH29_39,hit,acc
-0.327829797503032,2,ret,OH29_40,hit,acc
-0.955094169144885,2,ret,OH29_41,hit,acc
-0.213990778895739,2,ret,SD4_30,hit,acc
-0.0550067481399826,2,ret,SD5_89,hit,acc
-0.641530690947664,2,ret,SLCH010_100,hit,acc
-0.590927012835356,2,ret,SLCH010_97,hit,acc
-0.785005599903294,2,ret,SLCH010_99,hit,acc
0.902947361912567,2,ret,ECoG15_11,miss,acc
-0.879740946275298,2,ret,ECoG15_6,miss,acc
0.736965461357088,2,ret,IR98_21,miss,acc
0.348796573932052,2,ret,IR98_22,miss,acc
-0.378039068850671,2,ret,LC04_35,miss,acc
-0.467496998439037,2,ret,LC04_37,miss,acc
-0.220146812689704,2,ret,LC05_25,miss,acc
0.148689276885001,2,ret,LC05_26,miss,acc
0.983514862899294,2,ret,NM02_23,miss,acc
0.00236421842179641,2,ret,NM04_55,miss,acc
0.172399038583831,2,ret,OH28_42,miss,acc
-0.995380962338453,2,ret,OH28_43,miss,acc
0.805877024005227,2,ret,OH28_44,miss,acc
0.374283996163926,2,ret,OH29_39,miss,acc
-0.468315781747698,2,ret,OH29_40,miss,acc
0.6799477670358,2,ret,OH29_41,miss,acc
0.152828301700088,2,ret,SD4_30,miss,acc
0.893672795979767,2,ret,SD5_89,miss,acc
0.87157411641869,2,ret,SLCH010_100,miss,acc
0.927326710163831,2,ret,SLCH010_97,miss,acc
-0.52545671748128,2,ret,SLCH010_99,miss,acc
0.675088457448185,4.53986906061469,sub,ECoG15_11,hit,acc
0.429443586152173,4.53986906061469,sub,ECoG15_6,hit,acc
0.993543456921797,4.53986906061469,sub,IR98_21,hit,acc
0.494644511835428,4.53986906061469,sub,IR98_22,hit,acc
0.00574444888085397,4.53986906061469,sub,LC04_35,hit,acc
-0.574767244278014,4.53986906061469,sub,LC04_37,hit,acc
0.131244161388609,4.53986906061469,sub,LC05_25,hit,acc
-0.602626214778528,4.53986906061469,sub,LC05_26,hit,acc
0.681408906329369,4.53986906061469,sub,NM02_23,hit,acc
0.69818317633263,4.53986906061469,sub,NM04_55,hit,acc
-0.304475074386654,4.53986906061469,sub,OH28_42,hit,acc
-0.106375748563981,4.53986906061469,sub,OH28_43,hit,acc
0.0469682257909747,4.53986906061469,sub,OH28_44,hit,acc
0.751923841286496,4.53986906061469,sub,OH29_39,hit,acc
0.315235092138018,4.53986906061469,sub,OH29_40,hit,acc
0.616818166307205,4.53986906061469,sub,OH29_41,hit,acc
-0.41824495602562,4.53986906061469,sub,SD4_30,hit,acc
0.632176276826937,4.53986906061469,sub,SD5_89,hit,acc
-0.636215712042609,4.53986906061469,sub,SLCH010_100,hit,acc
-0.216658663052934,4.53986906061469,sub,SLCH010_97,hit,acc
0.287989994947528,4.53986906061469,sub,SLCH010_99,hit,acc
0.83256478267802,4.53986906061469,sub,ECoG15_11,miss,acc
-0.486978213135813,4.53986906061469,sub,ECoG15_6,miss,acc
0.858498577966609,4.53986906061469,sub,IR98_21,miss,acc
0.115419578045421,4.53986906061469,sub,IR98_22,miss,acc
0.54715317818369,4.53986906061469,sub,LC04_35,miss,acc
-0.9578459565977,4.53986906061469,sub,LC04_37,miss,acc
-0.628271063706143,4.53986906061469,sub,LC05_25,miss,acc
-0.611880521865176,4.53986906061469,sub,LC05_26,miss,acc
-0.182984492703683,4.53986906061469,sub,NM02_23,miss,acc
0.0979754940569918,4.53986906061469,sub,NM04_55,miss,acc
0.178455045122716,4.53986906061469,sub,OH28_42,miss,acc
0.207637818411676,4.53986906061469,sub,OH28_43,miss,acc
-0.246530922723621,4.53986906061469,sub,OH28_44,miss,acc
0.16281257188625,4.53986906061469,sub,OH29_39,miss,acc
0.0590155893920949,4.53986906061469,sub,OH29_40,miss,acc
-0.422712470635688,4.53986906061469,sub,OH29_41,miss,acc
-0.184912490767728,4.53986906061469,sub,SD4_30,miss,acc
-0.802623876147695,4.53986906061469,sub,SD5_89,miss,acc
0.00404186629389731,4.53986906061469,sub,SLCH010_100,miss,acc
0.866710288508999,4.53986906061469,sub,SLCH010_97,miss,acc
-0.553202393847785,4.53986906061469,sub,SLCH010_99,miss,acc
0.273806036714871,2,ret,CP24_27,hit,dlPFC
0.883426317413858,2,ret,CP26_1,hit,dlPFC
0.323508042115541,2,ret,CP26_12,hit,dlPFC
-0.98005375547964,2,ret,CP26_19,hit,dlPFC
0.957542615811945,2,ret,CP26_2,hit,dlPFC
0.176075553488394,2,ret,CP26_26,hit,dlPFC
0.647309535926382,2,ret,CP26_3,hit,dlPFC
0.938174365715865,2,ret,CP26_39,hit,dlPFC
0.79896129287265,2,ret,CP26_4,hit,dlPFC
0.235838244345442,2,ret,CP26_5,hit,dlPFC
0.856213507769685,2,ret,CP26_50,hit,dlPFC
0.88937723933653,2,ret,CP26_52,hit,dlPFC
0.781309944457629,2,ret,CP26_53,hit,dlPFC
0.856715423421591,2,ret,CP26_56,hit,dlPFC
0.672193044209188,2,ret,CP26_57,hit,dlPFC
0.0430303677724906,2,ret,CP26_58,hit,dlPFC
-0.937935551320759,2,ret,CP26_59,hit,dlPFC
0.383849744095287,2,ret,CP26_6,hit,dlPFC
0.777167374843056,2,ret,CP26_62,hit,dlPFC
0.419445224006822,2,ret,CP26_63,hit,dlPFC
0.835807894225894,2,ret,CP26_64,hit,dlPFC
0.354952344460975,2,ret,CP26_65,hit,dlPFC
0.910292328035629,2,ret,CP26_66,hit,dlPFC
0.919100879679062,2,ret,CP26_7,hit,dlPFC
0.902592603837878,2,ret,CP26_78,hit,dlPFC
-0.323092163008482,2,ret,CP26_8,hit,dlPFC
0.422910589576543,2,ret,CP26_9,hit,dlPFC
-0.433907931186557,2,ret,ECoG07_18,hit,dlPFC
0.387439776703935,2,ret,ECoG07_19,hit,dlPFC
0.879500785641959,2,ret,ECoG09_17,hit,dlPFC
0.652977849304617,2,ret,ECoG09_20,hit,dlPFC
0.951619032613852,2,ret,ECoG11_37,hit,dlPFC
0.0520371881238227,2,ret,ECoG11_38,hit,dlPFC
0.179219607557705,2,ret,ECoG11_44,hit,dlPFC
0.33860692670273,2,ret,ECoG11_52,hit,dlPFC
-0.924468077111815,2,ret,ECoG11_63,hit,dlPFC
0.645282516316127,2,ret,ECoG11_79,hit,dlPFC
0.720076900631692,2,ret,ECoG15_30,hit,dlPFC
0.545781611374904,2,ret,ECoG15_31,hit,dlPFC
0.240466584288618,2,ret,ECoG15_32,hit,dlPFC
-0.204050309281631,2,ret,ECoG15_34,hit,dlPFC
0.888439635578818,2,ret,ECoG15_35,hit,dlPFC
0.668022447669984,2,ret,ECoG15_36,hit,dlPFC
