index,freq,freqIMG,encRet,subID,hitMiss,reg
0.0870431877224573,2,2.40958425349274,ret,ECoG15_11,hit,acc
0.723708103036789,2,2.40958425349274,ret,ECoG15_6,hit,acc
0.907512666973827,2,2.40958425349274,ret,IR98_21,hit,acc
0.139095471327694,2,2.40958425349274,ret,IR98_22,hit,acc
-0.723446422649536,2,2.40958425349274,ret,LC04_35,hit,acc
-0.926918199968329,2,2.40958425349274,ret,LC04_37,hit,acc
-0.241076608225659,2,2.40958425349274,ret,LC05_25,hit,acc
0.626504088221408,2,2.40958425349274,ret,LC05_26,hit,acc
-0.197691617979942,2,2.40958425349274,ret,NM02_23,hit,acc
0.547996722642969,2,2.40958425349274,ret,NM04_55,hit,acc
0.872611622042366,2,2.40958425349274,ret,OH28_42,hit,acc
-0.769332703563899,2,2.40958425349274,ret,OH28_43,hit,acc
0.580117114990222,2,2.40958425349274,ret,OH28_44,hit,acc
-0.830907114872883,2,2.40958425349274,ret,OH29_39,hit,acc
-0.757932017291665,2,2.40958425349274,ret,OH29_40,hit,acc
-0.94204817997275,2,2.40958425349274,ret,OH29_41,hit,acc
-0.0792990304821763,2,2.40958425349274,ret,SD4_30,hit,acc
-0.151350713674688,2,2.40958425349274,ret,SD5_89,hit,acc
0.00234668031683832,2,2.40958425349274,ret,SLCH010_100,hit,acc
-0.510690446827453,2,2.40958425349274,ret,SLCH010_97,hit,acc
-0.703310463617148,2,2.40958425349274,ret,SLCH010_99,hit,acc
0.873111495561872,2,2.40958425349274,ret,ECoG15_11,miss,acc
-0.814052321480938,2,2.40958425349274,ret,ECoG15_6,miss,acc
0.754570635260415,2,2.40958425349274,ret,IR98_21,miss,acc
0.664515336368117,2,2.40958425349274,ret,IR98_22,miss,acc
-0.262689647249083,2,2.40958425349274,ret,LC04_35,miss,acc
0.287732052034465,2,2.40958425349274,ret,LC04_37,miss,acc
-0.216194188518205,2,2.40958425349274,ret,LC05_25,miss,acc
0.196724074590582,2,2.40958425349274,ret,LC05_26,miss,acc
0.342978224766369,2,2.40958425349274,ret,NM02_23,miss,acc
-0.0208131541582313,2,2.40958425349274,ret,NM04_55,miss,acc
-0.290038697821502,2,2.40958425349274,ret,OH28_42,miss,acc
-0.990301843515078,2,2.40958425349274,ret,OH28_43,miss,acc
0.941311715845585,2,2.40958425349274,ret,OH28_44,miss,acc
0.313535501171844,2,2.40958425349274,ret,OH29_39,miss,acc
-0.66928018492325,2,2.40958425349274,ret,OH29_40,miss,acc
0.925644410062519,2,2.40958425349274,ret,OH29_41,miss,acc
0.414795520754786,2,2.40958425349274,ret,SD4_30,miss,acc
0.399590959221492,2,2.40958425349274,ret,SD5_89,miss,acc
0.528507694411091,2,2.40958425349274,ret,SLCH010_100,miss,acc
0.878717493561542,2,2.40958425349274,ret,SLCH010_97,miss,acc
0.248859079579736,2,2.40958425349274,ret,SLCH010_99,miss,acc
0.788038575902639,4.53986906061469,2,sub,ECoG15_11,hit,acc
-0.186834945686694,4.53986906061469,2,sub,ECoG15_6,hit,acc
0.700050992737929,4.53986906061469,2,sub,IR98_21,hit,acc
0.793728343142855,4.53986906061469,2,sub,IR98_22,hit,acc
-0.893019020002407,4.53986906061469,2,sub,LC04_35,hit,acc
-0.769888280679992,4.53986906061469,2,sub,LC04_37,hit,acc
0.65190966944005,4.53986906061469,2,sub,LC05_25,hit,acc
0.621330617108867,4.53986906061469,2,sub,LC05_26,hit,acc
0.405628800363644,4.53986906061469,2,sub,NM02_23,hit,acc
0.0843515647857906,4.53986906061469,2,sub,NM04_55,hit,acc
-0.475503587489338,4.53986906061469,2,sub,OH28_42,hit,acc
-0.118978139624023,4.53986906061469,2,sub,OH28_43,hit,acc
0.514293632175576,4.53986906061469,2,sub,OH28_44,hit,acc
0.635045747253313,4.53986906061469,2,sub,OH29_39,hit,acc
0.528633372448219,4.53986906061469,2,sub,OH29_40,hit,acc
-0.910602285534381,4.53986906061469,2,sub,OH29_41,hit,acc
-0.0801982736512222,4.53986906061469,2,sub,SD4_30,hit,acc
0.755686037212273,4.53986906061469,2,sub,SD5_89,hit,acc
-0.499521321158767,4.53986906061469,2,sub,SLCH010_100,hit,acc
-0.214488231400891,4.53986906061469,2,sub,SLCH010_97,hit,acc
-0.580391344970705,4.53986906061469,2,sub,SLCH010_99,hit,acc
-0.311925104635329,4.53986906061469,2,sub,ECoG15_11,miss,acc
-0.746806523605759,4.53986906061469,2,sub,ECoG15_6,miss,acc
0.957668590759447,4.53986906061469,2,sub,IR98_21,miss,acc
-0.606891690063308,4.53986906061469,2,sub,IR98_22,miss,acc
-0.228166925464818,4.53986906061469,2,sub,LC04_35,miss,acc
-0.556846318232447,4.53986906061469,2,sub,LC04_37,miss,acc
0.1482698857167,4.53986906061469,2,sub,LC05_25,miss,acc
